Date,Exp. Day,Tub ,pH,Temp Co
2012-10-15 00:00:00,72,1,8,9.6
2012-10-15 00:00:00,72,1,8,9.6
2012-10-16 00:00:00,73,1,8.02,9.1
2012-10-16 00:00:00,73,1,8.02,9.1
2012-10-16 00:00:00,73,1,8.02,9.1
2012-10-17 00:00:00,74,1,8.02,9.1
2012-10-17 00:00:00,74,1,8.03,9.1
2012-10-17 00:00:00,74,1,8.02,9.1
2012-10-18 00:00:00,75,1,8.03,9
2012-10-18 00:00:00,75,1,8.02,9
2012-10-18 00:00:00,75,1,8.02,9
2012-10-19 00:00:00,76,1,8.03,8.9
2012-10-19 00:00:00,76,1,8.03,8.9
2012-10-19 00:00:00,76,1,8.03,8.9
2012-10-20 00:00:00,77,1,8.02,8.6
2012-10-20 00:00:00,77,1,8.02,8.6
2012-10-20 00:00:00,77,1,8.02,8.6
2012-10-21 00:00:00,78,1,8.02,8.6
2012-10-21 00:00:00,78,1,8.02,8.5
2012-10-21 00:00:00,78,1,8.02,8.5
2012-10-22 00:00:00,79,1,8.06,8.4
2012-10-22 00:00:00,79,1,8.04,8.4
2012-10-22 00:00:00,79,1,8.04,8.4
2012-10-23 00:00:00,80,1,8.02,8.2
2012-10-23 00:00:00,80,1,8.02,8.2
2012-10-23 00:00:00,80,1,8.02,8.2
2012-10-24 00:00:00,81,1,8.03,8.3
2012-10-24 00:00:00,81,1,8.03,8.3
2012-10-24 00:00:00,81,1,8.03,8.3
2012-10-25 00:00:00,82,1,8.01,8.4
2012-10-25 00:00:00,82,1,8.01,8.4
2012-10-25 00:00:00,82,1,8.01,8.4
2012-10-26 00:00:00,83,1,8.04,8.5
2012-10-26 00:00:00,83,1,8.04,8.4
2012-10-26 00:00:00,83,1,8.03,8.4
2012-10-27 00:00:00,84,1,8.01,8.5
2012-10-27 00:00:00,84,1,8.01,8.5
2012-10-27 00:00:00,84,1,8.01,8.5
2012-10-28 00:00:00,85,1,7.97,8.5
2012-10-28 00:00:00,85,1,7.97,8.5
2012-10-28 00:00:00,85,1,7.97,8.5
2012-10-29 00:00:00,86,1,7.98,8.4
2012-10-29 00:00:00,86,1,7.98,8.3
2012-10-29 00:00:00,86,1,7.97,8.3
2012-10-30 00:00:00,87,1,8.02,8.2
2012-10-30 00:00:00,87,1,8.01,8.2
2012-10-30 00:00:00,87,1,8.01,8.1
2012-10-31 00:00:00,88,1,8.03,7.7
2012-10-31 00:00:00,88,1,8.02,7.7
2012-10-31 00:00:00,88,1,8.02,7.7
2012-11-01 00:00:00,89,1,8.03,7.6
2012-11-01 00:00:00,89,1,8.03,7.5
2012-11-01 00:00:00,89,1,8.02,7.5
2012-11-02 00:00:00,90,1,8.04,7.7
2012-11-02 00:00:00,90,1,8.04,7.7
2012-11-02 00:00:00,90,1,8.04,7.7
2012-11-03 00:00:00,91,1,8.02,8
2012-11-03 00:00:00,91,1,8.02,8
2012-11-03 00:00:00,91,1,8.02,8
2012-11-04 00:00:00,92,1,8.02,7.9
2012-11-04 00:00:00,92,1,8.02,7.9
2012-11-04 00:00:00,92,1,8.02,7.9
2012-11-05 00:00:00,93,1,8.02,7.9
2012-11-05 00:00:00,93,1,8.01,7.9
2012-11-05 00:00:00,93,1,8.01,7.9
2012-11-06 00:00:00,94,1,8,7.5
2012-11-06 00:00:00,94,1,8,7.5
2012-11-06 00:00:00,94,1,8,7.5
2012-11-07 00:00:00,95,1,8,7.5
2012-11-07 00:00:00,95,1,8,7.5
2012-11-07 00:00:00,95,1,8,7.5
2012-11-08 00:00:00,96,1,7.97,7.7
2012-11-08 00:00:00,96,1,7.97,7.7
2012-11-08 00:00:00,96,1,7.97,7.7
2012-11-09 00:00:00,97,1,7.97,7.8
2012-11-09 00:00:00,97,1,7.98,7.8
2012-11-09 00:00:00,97,1,7.97,7.8
2012-11-10 00:00:00,98,1,7.96,7.6
2012-11-10 00:00:00,98,1,7.96,7.6
2012-11-10 00:00:00,98,1,7.96,7.7
2012-11-11 00:00:00,99,1,7.96,7.9
2012-11-11 00:00:00,99,1,7.96,7.9
2012-11-11 00:00:00,99,1,7.96,7.9
2012-11-12 00:00:00,100,1,7.97,7.8
2012-11-12 00:00:00,100,1,7.97,7.8
2012-11-12 00:00:00,100,1,7.97,7.8
2012-11-13 00:00:00,101,1,8,8
2012-11-13 00:00:00,101,1,7.99,8
